Paper_DOI,Reference_DOI
10.1109/IPAS63548.2025.10924502,10.1016/j.jestch.2022.101322
10.1109/IPAS63548.2025.10924502,10.3390/math10060999
10.1109/IPAS63548.2025.10924502,10.1145/3465481.3469190
10.1109/IPAS63548.2025.10924502,10.1007/S10462-021-10037-9
10.1145/3316615.3318222,10.1109/TMC.2017.2679712
10.1145/3316615.3318222,10.1109/CloudCom.2016.0080
10.1145/3316615.3318222,10.1109/MWC.2016.7721750
10.1145/3316615.3318222,10.1109/MC.2016.245
10.5194/isprs-archives-xlviii-4-w10-2024-131-2024,10.1109/TKDE.2021.3135621
10.1109/SRII.2012.65,10.1145/2063576.2063605
10.1109/SRII.2012.65,10.1145/1935826.1935872
10.1109/SRII.2012.65,10.1145/1835449.1835511
10.1109/SRII.2012.65,10.1145/1718487.1718508
10.1109/SRII.2012.65,10.1145/1571941.1572006
10.36948/ijfmr.2025.v07i02.39353,10.1016/j.comcom.2025.108084
10.36948/ijfmr.2025.v07i02.39353,10.1109/ICSPIS63676.2024.10812621
10.36948/ijfmr.2025.v07i02.39353,10.1016/j.comnet.2024.110598
10.36948/ijfmr.2025.v07i02.39353,10.1038/s41598-023-48230-1
10.36948/ijfmr.2025.v07i02.39353,10.1109/ICCKE60553.2023.10326235
10.2196/50935,10.1136/bmjhci-2022-100731
10.2196/50935,10.1007/s11606-022-07966-8
10.2196/50935,10.2196/43014
10.2196/50935,10.1016/j.diabres.2022.110029
10.2196/50935,10.1038/s41591-022-01895-z
10.3857/roj.2021.00311,10.1016/j.acra.2020.06.016
10.3857/roj.2021.00311,10.1038/s41598-020-67378-8
10.3857/roj.2021.00311,10.1016/j.lungcan.2020.05.028
10.3857/roj.2021.00311,10.1158/0008-5472.CAN-19-3682
10.3857/roj.2021.00311,10.1016/j.ejmp.2019.12.019
10.1109/TFUZZ.2008.924331,10.1080/10629360701428854
10.1109/TFUZZ.2008.924331,10.1109/TFUZZ.2006.889825
10.1109/TFUZZ.2008.924331,10.1016/J.EJMECH.2006.12.017
10.1109/TFUZZ.2008.924331,10.5555/1248547.1248607
10.1109/TFUZZ.2008.924331,10.1109/TPAMI.2006.168
10.1002/advs.201903337,10.1038/s41467-019-14091-4
10.1002/advs.201903337,10.1681/ASN.2018121218
10.1002/advs.201903337,10.1038/s41592-019-0470-3
10.1002/advs.201903337,10.1093/nar/gkz401
10.1002/advs.201903337,10.1016/j.chembiol.2018.10.002
10.1109/ICMI60790.2024.10585656,10.1186/s41239-020-0177-7
10.1109/ICMI60790.2024.10585656,10.3390/app10031042
10.1109/ICMI60790.2024.10585656,10.3390/SU11102833
10.1109/ICMI60790.2024.10585656,10.1016/j.nedt.2019.01.009
10.1109/ICMI60790.2024.10585656,10.1016/j.heliyon.2019.e01250
10.1145/3386052.3386077,10.21037/tgh.2018.07.06
10.1145/3386052.3386077,10.1371/journal.pgen.1007206
10.1145/3386052.3386077,10.1016/j.jhep.2016.01.027
10.1145/3386052.3386077,10.1002/hep.27969
10.1145/3386052.3386077,10.14218/JCTH.2013.00030
10.1016/j.jdent.2025.105622,10.4103/ams.ams_167_23
10.1016/j.jdent.2025.105622,10.1007/s00247-023-05616-7
10.1016/j.jdent.2025.105622,10.1016/j.cmpb.2023.107465
10.1016/j.jdent.2025.105622,10.1016/j.displa.2023.102394
10.1016/j.jdent.2025.105622,10.1016/j.jdent.2022.104345
10.1016/j.icheatmasstransfer.2023.106985,10.1007/s10973-023-12102-7
10.1016/j.icheatmasstransfer.2023.106985,10.1016/j.ijthermalsci.2023.108141
10.1016/j.icheatmasstransfer.2023.106985,10.1007/s40430-022-03989-8
10.1016/j.icheatmasstransfer.2023.106985,10.3390/fire6010013
10.1016/j.icheatmasstransfer.2023.106985,10.1016/j.egyr.2022.10.009
10.1016/j.jmapro.2024.03.102,10.1016/j.jmapro.2023.08.040
10.1016/j.jmapro.2024.03.102,10.1016/j.jmapro.2023.04.062
10.1016/j.jmapro.2024.03.102,10.36897/jme/162041
10.1016/j.jmapro.2024.03.102,10.1007/s40964-021-00240-z
10.1016/j.jmapro.2024.03.102,10.1007/s40192-021-00226-3
10.1016/j.asoc.2021.107779,10.1016/J.ASOC.2021.107600
10.1016/j.asoc.2021.107779,10.1016/j.asoc.2021.107614
10.1016/j.asoc.2021.107779,10.1016/J.ASOC.2021.107559
10.1016/j.asoc.2021.107779,10.1016/J.ASOC.2021.107536
10.1016/j.asoc.2021.107779,10.1016/J.ASOC.2021.107413
10.57017/jaes.v19.2(84).03,10.58567/rea03010001
10.57017/jaes.v19.2(84).03,10.58567/jes01030001
10.57017/jaes.v19.2(84).03,10.1108/frep-06-2023-0022
10.57017/jaes.v19.2(84).03,10.48550/arXiv.2308.14343
10.57017/jaes.v19.2(84).03,10.58567/jea03010007
10.1007/s00261-022-03749-1,10.1016/j.gtc.2021.02.004
10.1007/s00261-022-03749-1,10.21037/JGO-2020-01
10.1007/s00261-022-03749-1,10.1016/j.clinimag.2021.02.012
10.1007/s00261-022-03749-1,10.1016/J.EJRAD.2019.02.019
10.1109/FIE.2013.6684873,10.1007/s10845-009-0326-2
10.1109/FIE.2013.6684873,10.17226/13099
10.1142/s0218001421510101,10.1080/10485252.2012.716836
10.1142/s0218001421510101,10.1002/rsa.20311
10.1142/s0218001421510101,10.1016/J.PHYSD.2006.12.013
10.1142/s0218001421510101,10.1098/rspa.2002.1011
10.1142/s0218001421510101,10.1098/rspa.2002.1010
10.1016/j.eswa.2024.124761,10.1016/j.eswa.2023.120714
10.1016/j.eswa.2024.124761,10.1140/epjds/s13688-023-00402-9
10.1016/j.eswa.2024.124761,10.1016/j.techfore.2023.122492
10.1016/j.eswa.2024.124761,10.1080/23322039.2023.2210916
10.1016/j.eswa.2024.124761,10.1016/j.eswa.2023.120275
10.1080/09500693.2022.2028927,10.1037/edu0000660
10.1080/09500693.2022.2028927,10.1016/j.compedu.2020.104066
10.1080/09500693.2022.2028927,10.3389/fpsyg.2020.580820
10.1080/09500693.2022.2028927,10.1007/s10956-020-09858-0
10.1080/09500693.2022.2028927,10.1007/s11191-019-00081-x
10.1007/s11707-022-1052-8,10.3390/rs14122830
10.1007/s11707-022-1052-8,10.1016/j.landusepol.2021.105723
10.1007/s11707-022-1052-8,10.1002/ldr.4039
10.1007/s11707-022-1052-8,10.3390/W13111539
10.1007/s11707-022-1052-8,10.3390/ijerph17217988
10.1109/COMPSAC48688.2020.00-93,10.1109/BigData47090.2019.9005614
10.1109/COMPSAC48688.2020.00-93,10.5121/IJDMS.2019.11301
10.1109/COMPSAC48688.2020.00-93,10.1109/ICDE.2016.7498272
10.1109/COMPSAC48688.2020.00-93,10.1126/science.aaa8415
10.3389/fneur.2023.1189076,10.3389/fendo.2023.1163046
10.3389/fneur.2023.1189076,10.3389/fimmu.2023.1091218
10.3389/fneur.2023.1189076,10.3390/biomedicines10092159
10.3389/fneur.2023.1189076,10.1016/j.bbi.2022.08.004
10.3389/fneur.2023.1189076,10.1055/a-1721-4971
10.3390/jrfm15120558,10.3390/en15176276
10.3390/jrfm15120558,10.3390/joitmc8010019
10.3390/jrfm15120558,10.1016/j.ijpe.2020.107776
10.3390/jrfm15120558,10.1080/09537287.2020.1810762
10.3390/jrfm15120558,10.1016/J.IJPE.2018.08.019
10.1049/SFW2.12021,10.1111/HEQU.12298
10.1049/SFW2.12021,10.1016/J.CHB.2018.12.004
10.1049/SFW2.12021,10.1109/3ICT.2018.8855790
10.1049/SFW2.12021,10.1109/SCORED.2018.8711209
10.1145/3375462.3375486,10.2307/1269814
10.1145/3375462.3375486,10.1016/J.COMPEDU.2019.04.009
10.1145/3375462.3375486,10.18608/JLA.2019.62.3
10.1145/3375462.3375486,10.1007/978-3-030-23204-7_14
10.1145/3375462.3375486,10.18608/JLA.2018.52.3
10.1080/19393555.2015.1111961,10.1007/978-3-319-25645-0_29
10.1080/19393555.2015.1111961,10.1145/2590296.2590300
10.1080/19393555.2015.1111961,10.1109/ISRCS.2013.6623770
10.1080/19393555.2015.1111961,10.3233/JCS-130475
10.4103/sbvj.sbvj_45_24,10.1038/d41586-024-00753-x
10.4103/sbvj.sbvj_45_24,10.1016/j.artmed.2024.102769
10.4103/sbvj.sbvj_45_24,10.1007/s12553-023-00738-2
10.4103/sbvj.sbvj_45_24,10.1002/psp4.12944
10.52783/jes.3113,10.1016/j.knosys.2024.111856
10.52783/jes.3113,10.1016/j.bspc.2023.105509
10.52783/jes.3113,10.30630/joiv.7.4.1608
10.52783/jes.3113,10.1109/ICRAIE59459.2023.10468178
10.52783/jes.3113,10.1145/3597638.3608409
